parent_category;subcategory;front_de;back_de;front_en;back_en;is_bidirectional
Energie;Strom und Elektrotechnik;Welche Einheiten sind für das Stromsystem besonders wichtig?;Spannung wird in V oder kV gemessen. Stromstärke wird in A gemessen. Leistung wird in W, kW oder MW angegeben. Energie wird in Wh, kWh oder MWh angegeben. Frequenz wird in Hz gemessen.;;;0
Energie;Strom und Elektrotechnik;Wie berechnet man elektrische Energie?;Bei konstanter Leistung gilt E = P · t. Mit P in kW und t in Stunden erhält man E in kWh.;;;0
Energie;Strom und Elektrotechnik;Was ist ein Wirkungsgrad?;Der Wirkungsgrad ist das Verhältnis von nutzbarer abgegebener Energie zur zugeführten Energie. Er wird häufig als Prozentwert angegeben.;;;0
Energie;Strom und Elektrotechnik;Was sind Volllaststunden?;Volllaststunden sind der Jahresertrag geteilt durch die Nennleistung. Sie zeigen, wie lange eine Anlage rechnerisch mit voller Leistung hätte laufen müssen, um ihren tatsächlichen Ertrag zu erzeugen.;;;0
Energie;Strom und Elektrotechnik;Was ist der Kapazitätsfaktor?;Der Kapazitätsfaktor ist das Verhältnis des tatsächlichen Ertrags zum theoretischen Ertrag bei durchgehender Nennleistung im betrachteten Zeitraum.;;;0
Energie;Strom und Elektrotechnik;Was ist eine prozentuale Abweichung?;Eine prozentuale Abweichung vergleicht die Differenz zwischen Istwert und Vergleichswert mit dem Vergleichswert: (Istwert − Vergleichswert) / Vergleichswert · 100.;;;0
Energie;Strom und Elektrotechnik;Wann addiert man Viertelstundenwerte?;Energiemengen über mehrere Zeitintervalle werden normalerweise addiert. Leistungswerte oder Preise werden je nach Fragestellung gemittelt oder zeitlich gewichtet.;;;0
Energie;Strom und Elektrotechnik;Was bedeutet 1 kW?;1 kW sind 1.000 W. kW ist eine Einheit der Leistung und sagt, wie schnell Energie umgesetzt oder übertragen wird.;;;0
Energie;Strom und Elektrotechnik;Wie hängen W, kW, MW und GW zusammen?;1 kW = 1.000 W, 1 MW = 1.000 kW und 1 GW = 1.000 MW. Jede Stufe ist tausendmal größer als die vorherige.;;;0
Energie;Strom und Elektrotechnik;Wie hängen Wh, kWh, MWh, GWh und TWh zusammen?;1 kWh = 1.000 Wh, 1 MWh = 1.000 kWh, 1 GWh = 1.000 MWh und 1 TWh = 1.000 GWh. Diese Einheiten messen Energiemengen.;;;0
Energie;Strom und Elektrotechnik;Warum ist kW/h nicht dasselbe wie kWh?;kWh ist eine Energiemenge. kW/h beschreibt dagegen eine Änderung der Leistung pro Zeit und wird im normalen Stromverbrauch fast nie gebraucht. Für Verbrauch ist kWh die richtige Einheit.;;;0
Energie;Strom und Elektrotechnik;Was kann man sich unter 1 kWh vorstellen?;Ein Heizgerät mit 1 kW kann eine Stunde laufen. Ein Wasserkocher mit 2 kW verbraucht bei 30 Minuten Laufzeit ungefähr 1 kWh. Eine LED-Lampe mit 10 W könnte theoretisch 100 Stunden leuchten.;;;0
Energie;Strom und Elektrotechnik;Wie viel Energie entspricht 100 Euro pro MWh?;100 €/MWh entsprechen 10 ct/kWh. Eine MWh enthält 1.000 kWh, deshalb wird der Euro-pro-MWh-Wert durch 100 geteilt, wenn man ihn in ct/kWh umrechnet.;;;0
Energie;Strom und Elektrotechnik;Was ist eine durchschnittliche Leistung?;Sie entsteht, wenn man eine Energiemenge durch die Zeit teilt. Ein Haushalt mit 3.500 kWh Jahresverbrauch hat im Jahresmittel ungefähr 0,4 kW Leistung, obwohl einzelne Geräte viel mehr Leistung benötigen können.;;;0
Energie;Strom und Elektrotechnik;Was sagt der Wirkungsgrad einer Kraftwerkstechnik aus?;Der Wirkungsgrad sagt, wie viel von der eingesetzten Energie am Ende als Nutzenergie herauskommt. Bei 40 Prozent Wirkungsgrad werden aus 100 Einheiten Brennstoff 40 Einheiten Strom, der Rest geht meist als Wärme verloren. Je höher der Wirkungsgrad, desto weniger Brennstoff braucht man für die gleiche Strommenge.;What does the efficiency of a power technology tell you?;Efficiency tells you how much of the energy you put in comes out as useful energy. At 40 percent efficiency, 100 units of fuel become 40 units of electricity and the rest is usually lost as heat. The higher the efficiency, the less fuel you need for the same amount of electricity.;0
Energie;Strom und Elektrotechnik;Wie ordnet man die Wirkungsgrade der wichtigsten Stromtechnologien grob ein?;Grobe Faustwerte für die Umwandlung in Strom: Gas-und-Dampf-Kraftwerk rund 55 bis 63 Prozent, modernes Kohlekraftwerk rund 40 bis 46 Prozent, Kernkraftwerk rund 33 bis 37 Prozent, einfache Gasturbine rund 35 bis 42 Prozent. Photovoltaik-Module rund 20 Prozent, Windkraft real rund 40 bis 50 Prozent der theoretischen Grenze. Wasserkraft ist mit rund 90 Prozent Spitzenreiter.;How can you roughly rank the efficiencies of the main power technologies?;Rough rules of thumb for converting to electricity: combined-cycle gas plant about 55 to 63 percent, modern coal plant about 40 to 46 percent, nuclear plant about 33 to 37 percent, simple gas turbine about 35 to 42 percent. Solar PV modules about 20 percent, wind about 40 to 50 percent of the theoretical limit in practice. Hydropower is the leader at about 90 percent.;0
Energie;Strom und Elektrotechnik;Warum haben thermische Kraftwerke selten mehr als 60 Prozent Wirkungsgrad?;Kraftwerke, die Wärme in Strom umwandeln, sind an ein physikalisches Gesetz gebunden: Nur der Temperaturunterschied zwischen heißem Dampf und kühler Umgebung lässt sich nutzen. Ein großer Teil der Wärme muss immer ungenutzt abgegeben werden. Deshalb ist bei rund 60 Prozent auch mit bester Technik meist Schluss.;Why do thermal power plants rarely exceed 60 percent efficiency?;Plants that turn heat into electricity are bound by a law of physics: only the temperature difference between hot steam and the cool surroundings can be used. A large share of the heat must always be released unused. That is why even the best technology usually tops out at around 60 percent.;0
Energie;Strom und Elektrotechnik;Was ist Energiedichte und warum ist sie wichtig?;Die Energiedichte sagt, wie viel Energie in einer bestimmten Menge eines Stoffes steckt, zum Beispiel pro Kilogramm. Benzin und Diesel haben eine sehr hohe Energiedichte, deshalb kommt man mit einem kleinen Tank weit. Batterien speichern pro Kilogramm viel weniger Energie, deshalb sind sie schwer. Wasserstoff hat pro Kilogramm viel Energie, braucht aber viel Volumen.;What is energy density and why does it matter?;Energy density tells you how much energy is stored in a given amount of a substance, for example per kilogram. Petrol and diesel have a very high energy density, which is why a small tank takes you far. Batteries store far less energy per kilogram, which is why they are heavy. Hydrogen holds a lot of energy per kilogram but needs a lot of volume.;0
Energie;Strom und Elektrotechnik;Was ist Wirkleistung?;Wirkleistung ist der Teil der elektrischen Leistung, der tatsächlich Arbeit verrichtet, also Geräte antreibt, heizt oder Licht erzeugt. Sie wird in Watt gemessen, im Netz meist in Megawatt. Wenn im Alltag von Stromverbrauch die Rede ist, ist die Wirkleistung gemeint.;What is active power?;Active power is the part of electrical power that actually does work, meaning it drives devices, produces heat or makes light. It is measured in watts, in the grid usually in megawatts. When everyday language talks about electricity consumption, it means active power.;0
Energie;Strom und Elektrotechnik;Was ist Blindleistung?;Blindleistung entsteht bei Wechselstrom durch Bauteile wie Motoren, Transformatoren oder Kabel, die Energie kurzzeitig speichern und wieder abgeben. Sie verrichtet keine echte Arbeit, pendelt aber im Netz hin und her und belastet die Leitungen. Man braucht Blindleistung trotzdem, weil sie hilft, die Spannung im Netz stabil zu halten. Sie wird in var gemessen.;What is reactive power?;Reactive power arises in alternating current from components such as motors, transformers or cables that briefly store energy and release it again. It does no real work, but it swings back and forth in the grid and loads the lines. Reactive power is still needed because it helps keep the voltage in the grid stable. It is measured in var.;0
Energie;Strom und Elektrotechnik;Was ist Scheinleistung und wie hängt sie mit Wirk- und Blindleistung zusammen?;Scheinleistung ist die gesamte Leistung, die eine Leitung transportieren muss, also die Kombination aus Wirk- und Blindleistung. Sie wird in Voltampere gemessen. Man kann es sich wie ein Bier vorstellen: Die Wirkleistung ist die Flüssigkeit, die Blindleistung der Schaum, und die Scheinleistung ist das ganze Glas. Leitungen und Transformatoren müssen für die Scheinleistung ausgelegt sein.;What is apparent power and how does it relate to active and reactive power?;Apparent power is the total power a line has to carry, that is the combination of active and reactive power. It is measured in volt-amperes. Think of a glass of beer: active power is the liquid, reactive power is the foam, and apparent power is the whole glass. Lines and transformers must be sized for the apparent power.;0
Energie;Strom und Elektrotechnik;Was bedeutet der Leistungsfaktor (cos phi)?;Der Leistungsfaktor sagt, welcher Anteil der transportierten Scheinleistung wirklich als nutzbare Wirkleistung ankommt. Ein Wert nahe 1 ist gut, dann fließt fast nur Wirkleistung. Ein niedriger Wert bedeutet viel Blindleistung und damit unnötige Belastung der Leitungen. Deshalb versucht man, den Leistungsfaktor nahe 1 zu halten.;What does the power factor (cos phi) mean?;The power factor tells you what share of the transported apparent power actually arrives as usable active power. A value close to 1 is good, because then almost only active power flows. A low value means a lot of reactive power and therefore needless loading of the lines. That is why one tries to keep the power factor close to 1.;0
Energie;Energieträger und Stromerzeugung;Was ist ein Energieträger?;Ein Energieträger ist ein Stoff oder eine Energieform, aus der Energie gewonnen, übertragen oder genutzt werden kann. Beispiele sind Kohle, Erdgas, Uran, Wind, Sonne und Wasser.;;;0
Energie;Energieträger und Stromerzeugung;Was ist der Unterschied zwischen Primärenergie und Strom?;Primärenergie steht in natürlichen Quellen oder Energieträgern zur Verfügung. Strom ist ein sekundärer Energieträger, der durch Umwandlung erzeugt wird.;;;0
Energie;Energieträger und Stromerzeugung;Was sind fossile Energieträger?;Kohle, Erdöl und Erdgas sind fossile Energieträger. Sie entstanden aus organischem Material über geologische Zeiträume und sind auf menschlichen Zeitskalen nicht erneuerbar.;;;0
Energie;Energieträger und Stromerzeugung;Wie entstehen Kohle, Erdöl und Erdgas?;Sie entstanden überwiegend aus organischem Material, das unter Druck, Wärme und teilweise ohne Sauerstoff über Millionen Jahre umgewandelt wurde.;;;0
Energie;Energieträger und Stromerzeugung;Was sind erneuerbare Energien?;Erneuerbare Energien stammen aus Quellen, die sich auf menschlichen Zeitskalen erneuern oder dauerhaft verfügbar sind. Dazu gehören Sonne, Wind, Wasser, Biomasse und Geothermie.;;;0
Energie;Energieträger und Stromerzeugung;Was ist Photovoltaik?;Photovoltaik wandelt Licht mithilfe von Solarzellen direkt in elektrische Energie um. Die Leistung hängt unter anderem von Einstrahlung, Temperatur, Ausrichtung und Anlagengröße ab.;;;0
Energie;Energieträger und Stromerzeugung;Was ist Windenergie?;Windenergie nutzt die Bewegungsenergie der Luft. Rotorblätter treiben über eine Welle und meist einen Generator eine elektrische Maschine an.;;;0
Energie;Energieträger und Stromerzeugung;Warum schwankt die Leistung von Wind- und Solaranlagen?;Wind und Sonneneinstrahlung sind zeitlich und örtlich veränderlich. Deshalb schwankt die erzeugte Leistung und muss im Stromsystem ausgeglichen werden.;;;0
Energie;Energieträger und Stromerzeugung;Was ist der Unterschied zwischen Leistung und Ertrag einer Anlage?;Leistung ist die momentane Abgabeleistung. Ertrag ist die über einen Zeitraum erzeugte Energiemenge, zum Beispiel die Jahresproduktion in MWh.;;;0
Energie;Energieträger und Stromerzeugung;Warum kann Biomasse erneuerbar sein?;Biomasse kann erneuerbar sein, wenn sie nachhaltig nachwächst und nicht schneller verbraucht wird, als sie sich regeneriert. Die Klimabilanz hängt von Anbau, Transport und Nutzung ab.;;;0
Energie;Energieträger und Stromerzeugung;Was ist Geothermie?;Geothermie nutzt die Wärme aus dem Erdinneren. Sie kann direkt zum Heizen oder über geeignete Kraftwerke zur Stromerzeugung genutzt werden.;;;0
Energie;Energieträger und Stromerzeugung;Was macht ein Generator?;Ein Generator wandelt mechanische Energie in elektrische Energie um. Turbinen oder Windrotoren können den Generator antreiben.;;;0
Energie;Energieträger und Stromerzeugung;Was ist ein Kraftwerk?;Ein Kraftwerk wandelt eine Energieform in elektrische Energie um. Die Energie kann aus Brennstoffen, Kernenergie, Wasser, Wind oder Sonne stammen.;;;0
Energie;Energieträger und Stromerzeugung;Was ist der Unterschied zwischen installierter Leistung und Erzeugung?;Installierte Leistung ist die maximal vorgesehene Leistung einer Anlage. Erzeugung ist die tatsächlich produzierte Energiemenge über einen Zeitraum.;;;0
Energie;Energieträger und Stromerzeugung;Was bedeutet Nennleistung?;Die Nennleistung ist die Leistung, für die eine Anlage oder ein Gerät ausgelegt und spezifiziert ist. Sie ist nicht automatisch die dauerhaft tatsächlich erzeugte Leistung.;;;0
Energie;Energieträger und Stromerzeugung;Was ist ein Batteriespeicher?;Ein Batteriespeicher nimmt elektrische Energie elektrochemisch auf und gibt sie später wieder ab. Beim Laden und Entladen entstehen Umwandlungsverluste.;;;0
Energie;Energieträger und Stromerzeugung;Warum braucht ein Stromsystem Flexibilität?;Flexibilität ermöglicht es, Erzeugung, Verbrauch oder Speicherung zeitlich anzupassen. Sie hilft, Schwankungen und Prognosefehler auszugleichen.;;;0
Energie;Energieträger und Stromerzeugung;Was ist Residuallast?;Residuallast ist die verbleibende Last nach Abzug der Einspeisung ausgewählter erneuerbarer Anlagen, insbesondere Wind und Photovoltaik.;;;0
Energie;Energieträger und Stromerzeugung;Was bedeutet Abregelung?;Abregelung bedeutet, dass eine Anlage weniger Leistung einspeist, als sie unter den aktuellen Bedingungen erzeugen könnte. Gründe können Netzengpässe oder ein Überangebot sein.;;;0
Energie;Energieträger und Stromerzeugung;Wie viel Strom verbraucht ein durchschnittlicher Haushalt in Deutschland?;Als grober Lernwert gelten etwa 3.000 bis 4.000 kWh pro Jahr für einen Haushalt ohne elektrische Raumheizung. Die tatsächliche Menge hängt vor allem von Haushaltsgröße, Wohnfläche, Warmwasser, Heizung und Elektroauto ab. Das ist ein Richtwert, kein fester amtlicher Einzelwert.;;;0
Energie;Energieträger und Stromerzeugung;Wie viel sind 3.500 kWh im Monat und pro Tag?;3.500 kWh pro Jahr entsprechen im Mittel rund 292 kWh pro Monat oder 9,6 kWh pro Tag. Der echte Verbrauch schwankt: Kühlschrank und Stand-by laufen ständig, Kochen und Waschen fallen zu bestimmten Zeiten an.;;;0
Energie;Energieträger und Stromerzeugung;Was ist der Unterschied zwischen Haushaltsverbrauch und dem Stromverbrauch Deutschlands?;Ein Haushalt ist nur ein Teil des Systems. Deutschland umfasst zusätzlich Industrie, Gewerbe, Verkehr, öffentliche Einrichtungen, Netzverluste sowie Importe und Exporte. Deshalb kann man Haushaltswerte nicht einfach mit dem nationalen Stromwert gleichsetzen.;;;0
Energie;Energieträger und Stromerzeugung;Wie groß war die deutsche Stromerzeugung 2025 ungefähr?;Die Bundesnetzagentur meldete für 2025 rund 437,6 TWh tatsächliche Netto-Stromerzeugung. Das ist eine Systemgröße und nicht der Verbrauch eines einzelnen Haushalts. Die Definition von SMARD berücksichtigt unter anderem nicht jede private Eigenversorgung.;;;0
Energie;Energieträger und Stromerzeugung;Wie viel sind 437,6 TWh in kWh?;437,6 TWh entsprechen 437,6 Milliarden kWh. Eine TWh enthält eine Milliarde kWh. Die Größenordnung zeigt, warum nationale Strommengen in TWh und nicht in kWh angegeben werden.;;;0
Energie;Energieträger und Stromerzeugung;Wie kann man die deutsche Strommenge pro Kopf grob vergleichen?;Teilt man 437,6 TWh rechnerisch durch rund 84 Millionen Einwohner, erhält man etwa 5.200 kWh pro Person und Jahr. Das ist ein Wert der nationalen Stromerzeugung pro Kopf, nicht der persönliche Haushaltsverbrauch.;;;0
Energie;Energieträger und Stromerzeugung;Was bedeuteten die SMARD-Zahlen zur Stromerzeugung 2025?;SMARD beziehungsweise die Bundesnetzagentur meldeten für 2025 rund 257,5 TWh erneuerbare Erzeugung und einen Anteil von 58,8 % an der dort definierten Netto-Erzeugung. Die Bezugsgröße und der Datenstand müssen immer mitgelesen werden.;;;0
Energie;Energieträger und Stromerzeugung;Was ist der Unterschied zwischen einer Leistung von 1 GW und einer Energie von 1 GWh?;1 GW beschreibt eine Leistung. Wenn diese Leistung eine Stunde lang abgegeben wird, entstehen 1 GWh Energie. Läuft eine Anlage mit 1 GW rechnerisch ein ganzes Jahr durch, wären es 8,76 TWh.;;;0
Energie;Energieträger und Stromerzeugung;Was ist Kohle und wie ist sie entstanden?;Kohle ist ein fester fossiler Brennstoff aus versteinerten Pflanzenresten. Vor vielen Millionen Jahren versanken Pflanzen in Sümpfen, wurden von Schichten bedeckt und unter Druck und Hitze langsam zu Kohle. Man unterscheidet vor allem energiereiche Steinkohle und feuchtere, energieärmere Braunkohle.;What is coal and how did it form?;Coal is a solid fossil fuel made from fossilised plant remains. Many millions of years ago, plants sank into swamps, were buried under layers and slowly turned into coal under pressure and heat. The main types are energy-rich hard coal and moister, lower-energy lignite (brown coal).;0
Energie;Energieträger und Stromerzeugung;Wie wird Kohle gewonnen und wie lange nutzt der Mensch sie schon?;Kohle wird im Tagebau nahe der Oberfläche oder im Bergbau tief unter der Erde abgebaut. In großem Maßstab nutzt der Mensch sie seit der Industrialisierung im 18. und 19. Jahrhundert, als Dampfmaschinen viel Brennstoff brauchten. Weltweit gibt es noch große Kohlevorräte, sie gilt aber als besonders klimaschädlich.;How is coal extracted and how long have humans used it?;Coal is mined in open pits near the surface or deep underground. Humans have used it on a large scale since industrialisation in the 18th and 19th centuries, when steam engines needed a lot of fuel. Large coal reserves still exist worldwide, but coal is considered especially harmful to the climate.;0
Energie;Energieträger und Stromerzeugung;Was ist Erdöl und wie ist es entstanden?;Erdöl ist eine fossile Flüssigkeit aus winzigen Meereslebewesen, die vor Millionen Jahren am Meeresgrund versanken. Unter Schichten, Druck und Hitze wurden sie langsam zu Öl. Aus Erdöl macht man Kraftstoffe wie Benzin und Diesel, aber auch Kunststoffe.;What is crude oil and how did it form?;Crude oil is a fossil liquid made from tiny sea creatures that sank to the seabed millions of years ago. Under layers, pressure and heat they slowly turned into oil. Crude oil is used to make fuels such as petrol and diesel, but also plastics.;0
Energie;Energieträger und Stromerzeugung;Wie wird Erdöl gewonnen und wie knapp ist es?;Erdöl wird über Bohrungen an Land und im Meer gefördert und dann in Raffinerien in verschiedene Produkte getrennt. Es ist begrenzt und ungleich über die Welt verteilt, weshalb es politisch und wirtschaftlich sehr wichtig ist. In großem Maßstab wird es seit dem späten 19. Jahrhundert genutzt.;How is crude oil extracted and how scarce is it?;Crude oil is produced through wells on land and at sea and then separated into different products in refineries. It is limited and unevenly distributed around the world, which makes it politically and economically very important. It has been used on a large scale since the late 19th century.;0
Energie;Energieträger und Stromerzeugung;Was ist Erdgas und wofür wird es genutzt?;Erdgas ist ein fossiler Brennstoff, der vor allem aus Methan besteht. Es entstand ähnlich wie Erdöl aus abgestorbenen Lebewesen. Man nutzt es zum Heizen, für Industrieprozesse und in Kraftwerken zur Stromerzeugung. Beim Verbrennen entsteht weniger CO2 als bei Kohle, es bleibt aber ein fossiler Energieträger.;What is natural gas and what is it used for?;Natural gas is a fossil fuel made mainly of methane. It formed much like crude oil from dead organisms. It is used for heating, for industrial processes and in power plants to generate electricity. Burning it produces less CO2 than coal, but it is still a fossil fuel.;0
Energie;Energieträger und Stromerzeugung;Was ist LNG und warum spielt es eine Rolle?;LNG steht für verflüssigtes Erdgas. Gas wird auf etwa minus 162 Grad Celsius abgekühlt, dadurch wird es flüssig und schrumpft stark im Volumen. So lässt es sich mit Schiffen über weite Strecken transportieren, statt nur durch Pipelines. Für Deutschland wurde LNG wichtig, um Gas aus verschiedenen Ländern zu beziehen.;What is LNG and why does it matter?;LNG stands for liquefied natural gas. Gas is cooled to about minus 162 degrees Celsius, which turns it liquid and shrinks its volume dramatically. This lets it be shipped over long distances instead of only through pipelines. LNG became important for Germany as a way to source gas from various countries.;0
Energie;Energieträger und Stromerzeugung;Was ist Kernenergie und wie entsteht daraus Strom?;Bei der Kernenergie werden Atomkerne des Brennstoffs Uran gespalten. Dabei wird sehr viel Wärme frei. Diese Wärme erzeugt Dampf, der eine Turbine und einen Generator antreibt, ganz ähnlich wie in einem Kohlekraftwerk, nur ohne Verbrennung. Im Betrieb entsteht dabei fast kein CO2, aber radioaktiver Abfall.;What is nuclear energy and how does it make electricity?;In nuclear energy, the nuclei of the fuel uranium are split. This releases a great deal of heat. The heat produces steam that drives a turbine and a generator, much like in a coal plant but without combustion. During operation almost no CO2 is produced, but radioactive waste is.;0
Energie;Energieträger und Stromerzeugung;Was ist Uran, wie selten ist es und seit wann nutzt man Kernkraft?;Uran ist ein schweres, natürlich vorkommendes Metall, das in geringer Konzentration in Gestein steckt und bergmännisch gewonnen wird. Nur ein kleiner Teil des natürlichen Urans ist gut spaltbar und muss angereichert werden. Zur Stromerzeugung wird Kernkraft seit den 1950er-Jahren genutzt. Ein Vorteil ist die sehr hohe Energiedichte: Eine kleine Menge Uran liefert sehr viel Energie.;What is uranium, how rare is it, and since when has nuclear power been used?;Uranium is a heavy, naturally occurring metal found in low concentrations in rock and extracted by mining. Only a small part of natural uranium splits easily and must be enriched. Nuclear power has been used to generate electricity since the 1950s. One advantage is its very high energy density: a small amount of uranium delivers a great deal of energy.;0
Energie;Energieträger und Stromerzeugung;Was ist Wasserkraft und warum ist ihr Wirkungsgrad so hoch?;Wasserkraft nutzt bewegtes Wasser, das eine Turbine antreibt. Weil das Wasser die Turbine direkt mechanisch bewegt und keine Wärme im Spiel ist, gelten hier die Verluste der Wärmekraftwerke nicht. Deshalb erreicht Wasserkraft Wirkungsgrade von rund 90 Prozent. Sie ist erneuerbar und gut regelbar, aber an geeignete Flüsse und Höhenunterschiede gebunden.;What is hydropower and why is its efficiency so high?;Hydropower uses moving water to drive a turbine. Because the water moves the turbine directly and no heat is involved, the losses of thermal power plants do not apply. That is why hydropower reaches efficiencies of around 90 percent. It is renewable and easy to control, but tied to suitable rivers and differences in height.;0
Energie;Energieträger und Stromerzeugung;Was ist Biogas und wie wird es gewonnen?;Biogas entsteht, wenn Mikroorganismen organisches Material wie Gülle, Mist oder Pflanzenreste ohne Sauerstoff abbauen. Dabei bildet sich vor allem Methan, das man wie Erdgas zum Heizen oder zur Stromerzeugung nutzen kann. Biogas gilt als erneuerbar, weil die Pflanzen beim Wachsen vorher CO2 aufgenommen haben.;What is biogas and how is it produced?;Biogas forms when microorganisms break down organic material such as slurry, manure or plant residues without oxygen. This mainly produces methane, which can be used like natural gas for heating or generating electricity. Biogas is considered renewable because the plants absorbed CO2 while growing.;0
Energie;Energieträger und Stromerzeugung;Was ist Wasserstoff als Energieträger?;Wasserstoff ist das leichteste Gas und dient als Energiespeicher, nicht als Energiequelle. Man muss ihn erst mit Energie herstellen, meist aus Wasser. Verbrennt oder verstromt man ihn wieder, entsteht als Abgas nur Wasser. Wasserstoff ist interessant, weil man mit ihm Energie speichern und transportieren kann, wenn gerade viel Strom aus Wind und Sonne da ist.;What is hydrogen as an energy carrier?;Hydrogen is the lightest gas and serves as an energy store, not an energy source. You first have to make it using energy, usually from water. When it is burned or converted back to electricity, the only exhaust is water. Hydrogen is interesting because it lets you store and transport energy when there is a lot of wind and solar power available.;0
Energie;Energieträger und Stromerzeugung;Was ist Elektrolyse?;Elektrolyse ist ein Verfahren, das mit elektrischem Strom Wasser in seine Bestandteile Wasserstoff und Sauerstoff zerlegt. Nutzt man dafür Strom aus Wind oder Sonne, spricht man von grünem Wasserstoff. So kann überschüssiger Ökostrom in einen speicherbaren Brennstoff umgewandelt werden.;What is electrolysis?;Electrolysis is a process that uses electric current to split water into its parts, hydrogen and oxygen. If the electricity comes from wind or sun, the result is called green hydrogen. This lets surplus renewable electricity be turned into a storable fuel.;0
Energie;Energieträger und Stromerzeugung;Was sind E-Fuels?;E-Fuels sind künstlich hergestellte Kraftstoffe. Man gewinnt zuerst Wasserstoff durch Elektrolyse und verbindet ihn mit CO2 zu flüssigen Kraftstoffen, die Benzin oder Diesel ähneln. Der Vorteil ist, dass man sie in vorhandenen Motoren und Tanks nutzen kann. Der Nachteil ist, dass viel Strom nötig ist und dadurch der Gesamtwirkungsgrad niedrig ausfällt.;What are e-fuels?;E-fuels are synthetically produced fuels. First hydrogen is obtained through electrolysis, then combined with CO2 to make liquid fuels similar to petrol or diesel. The advantage is that they work in existing engines and tanks. The drawback is that a lot of electricity is needed, which makes the overall efficiency low.;0
